"UNITID","OFCODE","#BDRM","#BATHS","AREA","LOCN","STADR","DESC1","DESC2","DESC3","DESC4","DESC5","DESC6","DESC7","GRADE","SOFABD","MAXOCP","FIREPL","PARKSP","BARBCU","WSHDRY","SECDEP","2DA_T1","XDA_T1","WEK_T1","MIN_T1","2DA_T2","XDA_T2","WEK_T2","MIN_T2","2DA_T3","XDA_T3","WEK_T3","MIN_T3","2DA_T4","XDA_T4","WEK_T4","MIN_T4","2DA_T5","XDA_T5","WEK_T5","MIN_T5","2DA_T6","XDA_T6","WEK_T6","MIN_T6","BR1BED","BR2BED","BR3BED","BR4BED","BR5BED","BR6BED","BR1LOC","BR2LOC","BR3LOC","BR4LOC","BR5LOC","BR6LOC","BR1TV","BR2TV","BR3TV","BR4TV","BR5TV","BR6TV","VIRTOUR","INTCMT1","INTCMT2","INTCMT3","WWWCMT","GSTCMT","UNTTYPE","DATEADD","DATECHG","COMMISN","RSRVAMT","MNTHFEE","CLENCRG","CLENFEE","GRSRENT","NETRENT","OWNREXP","RENTDAY","OWNRDAY","FRNDDAY","OMNTDAY","MANTDAY","CLUBDAY","GESTDAY","BLOCKDT","BFYACCT","BFYPHON","LATITUD","LONGTUD"
"HC H1000","SSO","4","2","2200","HC","3333 PINEHILL","CTUB","WIFI","NCAS","POOL","NSMO","VIEW","","B+","0","10","WDSTV","3D","GAS","YES","100","543","180","1443","1","633","225","1758","1","633","225","1758","1","723","270","2073","1","859","338","2549","1","1083","450","3333","1","1Q","1Q","1D1S","3S","","","Up  ","Down","Up  ","Loft","","","No   ","No   ","No   ","No   ","","","http://fusion.realtourvision.com/34221","3333 PINEHILL(TT)'AUSTRIAN CHALET W/LKVW;ABSLTLY","NO PARTIES;CK GSTS AGE AND COLLEGE EMAIL ADRESS","PRIOR TO BOOKING;BEWARE OF DAVIS & BERKELY!!!!","Pamper yourself in a newly remodeled Swiss-style chalet in South Lake Tahoe. This fabulous three bedroom and loft, two bathroom house comes fully equipped with kitchen and laundry facilities, as well as cable internet and TV. It sleeps eight guests comfortably and is located three blocks from the California base of Heavenly Valley, a Vail ski resort with an exquisite view of the world's bluest lake. The chalet is only two minutes' drive from the slopes and three minutes from Heavenly Village where you can choose from a myriad of restaurants, shops and casinos as well as a cinema, skating rink and spas for apres ski. The clubhouse next door offers a hot tub and sauna to relax those aching muscles after snowboarding or skiing from California to Nevada and back. In the summer, there is golfing (mini for the kids), boating, hiking, water skiing, parasailing, horseback riding, and fishing. Cascade and Eagle Falls are easy hikes with gorgeous views and doable with children. In the winter, skiing, boarding, sledding and snowmobiling are always guaranteed fun. Kirkwood and Sierra-at-Tahoe are other wonderful ski resorts within easy driving distance. Please note:  This home does require a 3 night minimum throughout the winter.  Please call our reservation agents to check availability. VRP# 102925 ","","RENTAL  ","6/23/95","12/03/13","35","500","0","122.00","183.00","10853.00","6903.69","1191.69","38","1","0","0","3","0","0","0","va1005","Y","38.944661","-119.941035"
"HC H1001","SSO","4","3.1","3330","HC","2301 COLD CREEK TRAIL","HTUB","PTBL","WIFI","JACZ","VIEW","NSMO","WDSY","A ","1","10","GASLOG","3D+2G","GAS","YES","350","1139","412","3199","1","1345","515","3920","1","1345","515","3920","1","1551","618","4641","1","1861","773","5726","1","2375","1030","7525","1","1K1H","1K","2S","1K","","","Up  ","Down","Down","Down","","","Color","No   ","No   ","DVD  ","","","http://fusion.realtourvision.com/44632","2301 COLD CREEK TRAIL (ME)'SPECTACULAR LUX HOME!","QHAB/MASTER;DIN/10;BAR/4;UPSTRS GM RM W/FLAT TV &","STEREO SURROUND;PEAK OF THE LAKE;HRDWD FLRS;MTN VW","Spectacular custom home with the perfect amenities to make  your stay unforgettable!  You will love this upstairs living plan with adjoining game room, 2 huge flat screen TV's and  the kitchen is a Chef's Dream!  The master suite is also  upstairs with a beautiful jacuzzi bathroom, sitting area, and  walk in closet.  Downstairs are the remaining three bedrooms, laundry area and out on the deck is the private hot tub! You'll have high speed wireless internet, gas fireplace, dining for 10, bar seating 4, hardwood floors throughout, unbelievable gas range in the kitchen, plus wonderful mountain views and a peak of the lake!  VRP# 1682 ","","RENTAL  ","4/24/12","2/10/14","35","500","0","210.00","315.00","26108.50","16970.52","1435.08","47","0","0","0","2","0","0","0","va1005","Y","38.904633","-119.953923"
"HC H1023","SSO","3","2.1","2349","HC","1323 ANGORA LAKE RD","HTUB","PTBL","JACZ","WIFI","NSKI","WDSY","NSMO","A ","1","10","GASLOG","2D+2G","GAS","YES","300","866","300","2366","1","1016","375","2891","1","1016","375","2891","1","1166","450","3416","1","1392","563","4207","1","1766","750","5516","1","1K","1Q","1Q1B","","","","Up  ","Up  ","Up  ","","","","Color","No   ","No   ","","","","http://fusion.realtourvision.com/37457","1323 ANGORA LAKE RD(LH)'GRT NEW CONSTRUCTION W/","HTUB/PTBL/WIFI/JACZ;GAS BBQ;GRANITE","COUNTERS;HARDWOOD FLOORS;DIN/6BAR/3;NO SMOKING!","What and absolutely wonderful home to spend your next trip to the Lake!  This new construction home has the perfect downstairs living plan with large living area and beautiful kitchen with granite countertops.  Outside on the deck you will find the hot tub in the fenced in back yard.  Upstairs are all of the bedrooms including the master suite with private bath and jacuzzi bath tub.  There is also a family room with a private deck that includes a pool table and seating area. After all of this you will be only 1 mile from all that Lake Tahoe has to offer.  Just minutes to Heavenly Ski Resort, casinos, and beaches!  Anytime of year this is the home for you! ***Please note: This owner has left lots of bonuses for those with children, a pack and play crib and a  full size wooden collapsible crib!*** VRP# 005513 ","","RENTAL  ","11/05/10","4/10/13","35","500","0","177.00","266.00","18525.00","11928.75","2365.81","39","4","0","0","0","0","0","0","","N","38.936615","-119.959055"
"HC H1024","SSO","3","2","1460","HC","4024 SADDLE RD","HTUB","PETS","WIFI","VIEW","NSKI","NCAS","NSMO","B ","2","10","ROCK","1D+2G","GAS","YES","175","532","136","1212","3","600","170","1450","3","600","170","1450","3","668","204","1688","3","770","255","2045","4","940","340","2640","5","1K","1Q","1K2H","","","","Down","Down","Up  ","","","","DVD  ","VCR  ","DVD  ","","","","http://fusion.realtourvision.com/65993","4024 SADDLE RD(UH)'2 BLOCKS TO SKI, WIFI, &","PETS W/ $200 DEP!;25 STAIRS TO FRONT DOOR;HUGE ","DECK;AMAZNG MTN VIEWS;COAL BBQ;2 FUTONS IN LOFT","Perfect Ski chalet located just 2 blocks from Heavenly Ski Resort!  This wonderful home has sleeping for 10, huge deck with fabulous mountain views, internet access, and is pet friendly!  You find yourself only 1 mile from 24 hour casinos and beautiful beaches, and right around the corner from world class skiing.   Please note:  This home does require a 3 night minimum throughout the winter.  Please call our reservation agents to check availability. Also, there are about 30 steps to the front door to get to the entrance of this home from the street level and garage. VRP#103938 ","","RENTAL  ","10/22/08","3/11/14","35","500","0","173.00","260.00","3349.00","2176.85","2827.40","16","32","6","0","1","0","0","0","va1005","Y","38.942209","-119.935240"
"HC H1030","SSO","4","3","2142","HC","3040 JACARILLO TR.","HTUB","WIFI","NSMO","WDSY","","","","B+","1","10","WDSTV","2G+2D","GAS","YES","200","592","175","1467","1","682","220","1782","1","682","220","1782","1","770","264","2090","1","902","330","2552","1","1122","440","3322","1","1Q","2S","1Q","1Q","","","Up  ","Up  ","Up  ","Up  ","","","VCR  ","No   ","No   ","No   ","","","http://fusion.realtourvision.com/43637","3040 JACARILLO TR(ME);EXEC HM W/HTUB!;LEV. ACCESS","10 MIN FRM SKIING OR CAS;DS LIV;DIN8/STEREO W/CD","NR MTN BIKE&SKI;2 DECKS;","This is the house for an awesome vacation! Only minutes to casinos or Heavenly Valley. Built in 1989 this home resembles a 'Cape Cod' style and has a wrap around deck with a hot tub on the first floor! Inside you will find a wonderful living and dining area. The living room has an efficient woodstove with a slate hearth. A stereo with CD player and a satellite TV system is also in the living room for your enjoyment. Upstairs you will find the bedrooms and a deck off the master suite! Level access in the winter is a real bonus...but this home is outstanding for your next vacation at any time of the year! VRP# 0392 ","","RENTAL  ","10/25/98","3/14/13","35","500","0","161.00","242.00","8139.00","5290.35","2677.84","28","0","0","0","9","0","0","0","va1005","Y","38.904528","-119.977766"
"HC H1034","SSO","4","3","1900","HC","2234 LUPINE TRAIL","PETS","WIFI","WDSY","NSMO","","","","A-","1","10","GASLOG","1D+2G","GAS","YES","200","577","176","1457","1","665","220","1765","1","665","220","1765","1","753","264","2073","1","885","330","2535","1","1105","440","3305","1","1Q","1Q","2B","2S","","","Down","Down","Down","Loft","","","Color","Color","VCR  ","No   ","","","http://fusion.realtourvision.com/41682","2234 LUPINE TRAIL(ME)'FANTASTIC REMODEL & PETS!'","50'PLASMA TV;STEREO SURROUND;WIFI;DIN/8;COMPLETE","INTERIOR REMODEL;DISH NTWRK;GAS BBQ;$200 PET DEP;","Imagine yourself relaxing in perfect comfort in this one of a kind, luxuriously remodeled home! The home features a 50 inch plasma flat screen TV, huge sectional  sofa, a chef's dream in the kitchen, and 2 enormous decks! The sunken living room has a wonderful gas burning fireplace, stereo surround, and many board games and books.  Upstairs, the loft has its own private bathroom and all 3 bathrooms in the home have been completely remodeled from top to bottom!  The home is amazing and any guest anytime of year will enjoy it.  Don't miss this special opportunity for the vacation of a lifetime in this magnificent home!  Please note: There is a high speed wireless internet connection and the home is dog friendly with an additional $200 deposit plus the house has a completely fenced in yard for your pet's convenience. VRP#  1340 ","","RENTAL  ","10/27/06","1/09/13","35","500","0","150.00","225.00","11044.00","7112.60","1384.92","40","5","0","0","0","0","0","0","va1005","Y","38.900540","-119.960441"
"HC H1038","SSO","3","2","1992","HC","3338 PINEHILL ROAD","PETS","WIFI","AMEN","NSKI","NSMO","WDSY","CTUB","C-","1","10","ROCK","2C+2D","GAS","YES","100","383","100","883","1","433","125","1058","1","433","125","1058","1","483","150","1233","3","559","188","1499","1","683","250","1933","1","1Q","2S","4S","","","","Down","Down","Loft","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/52095","3338 PINEHILL(TT)'VERY ECONOMY PROPERTY!'","ABSOLUTELY NO PARTIES;CK GSTS AGE&COLLEGE EMAIL ","ADDRESS PRIOR TO BOOKING;$200 PET DEPOSIT","An Austrian style chalet with a wood burning fireplace overlooking the forest. This unit is just across the street from the Tahoe Tyrol clubhouse with access to a common hot tub, summer pool and sauna. Three minutes from Heavenly and five minutes from the casinos and beautiful lake. Featuring a large living area with high beam ceilings, this is a two bedroom (and loft), two bathroom unit. Sleeps 8 people comfortably. This is a great year-round vacation home.  Please note:  This home does require a 3 night minimum throughout the winter.  Please call our reservation agents to check availability. VRP# 103394 ","","RENTAL  ","6/27/98","1/15/14","35","500","0","122.00","183.00","6999.33","4499.56","1109.06","46","1","0","0","5","0","0","4/01/14","va1005","Y","38.945048","-119.940772"
"HC H1054","SSO","4","2","1877","HC","3354 HOBART DR","HTUB","WIFI","PETS","NSKI","JACZ","NSMO","WDSY","A ","1","10","GASSTV","2D+2G","GAS","YES","200","713","240","1913","1","833","300","2333","1","833","300","2333","1","953","360","2753","1","1133","450","3383","1","1433","600","4433","1","1K","1Q","2S","2S","","","Down","Down","Down","Down","","","DVD  ","DVD  ","No   ","No   ","","","http://fusion.realtourvision.com/70167","3354 HOBART DR(LH)'NEW HOME IN 2002-HTUB/PETS/WIFI","VERY CUTE;1LVL/3STPS TO FRNT DR;GAS BBQ;DOG RUN;","FENCD YD;DIN/8BAR/2;QHAB/LR;$200 PET DEPOSIT","Absolutely adorable new home built in 2002 with a hot tub, wireless internet, and is pet friendly with a fenced yard and a dog run.  This wonderful home features 4 bedrooms and 2 bathrooms, a large master suite with double vanity and jacuzzi bathtub, gas barbecue, beautiful kitchen with granite countertops, and stereo surround sound! The location is also perfect, only 1 mile to Heavenly Ski Resort and glorious beaches, plus you will be only a 5 minute drive to 24 hour casinos.  Wow! This home is perfect anytime of year! VRP#  003968 ","","RENTAL  ","9/15/09","7/06/12","35","500","0","155.00","233.00","13070.00","8270.50","1020.30","36","0","0","0","0","0","0","0","va1005","Y","38.932949","-119.959543"
"HC H1075","SSO","3","3","1694","HC","1475 GLENWOOD WAY","HTUB","WIFI","PETS","NSMO","WDSY","WOOD","","B+","1","8","WDSTV","2D+2G","GAS","YES","200","585","180","1485","1","675","225","1800","1","675","225","1800","1","765","270","2115","1","901","338","2591","1","1125","450","3375","1","1K","2S","1Q","","","","Up  ","Up  ","Up  ","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/92212","1475 GLENWOOD WAY(LH)'REMODELED CABIN,FORMAL DINNG","RM;50'FLAT TV W/BLUERAY/NETFLIX/PANDORA/CRIB/BDRM3","QHAB/LR;FENCED YD;$200 PET DEPOSIT","Great remodeled cabin with perfect access to beaches and  skiing just minutes away!  Casinos are less than 5 minutes, the home has high speed wireless internet access, 50' flat screen TV with Blue Ray and Netflix/Pandora!  3 bedrooms plus 3 full baths sleep 8 people comfortably along with a formal dining room for 8 people, large back deck with gas barbecue, and fenced in backyard. The home does allow pets  with a $200 refundable deposit.  This is a great home with a great  price! VRP# 005621 ","","RENTAL  ","7/07/12","7/02/13","35","500","0","150.00","225.00","12422.00","7899.93","1741.81","48","7","0","0","0","0","0","0","va1005","Y","38.930559","-119.962147"
"HC H1082","SSO","3","2","1992","HC","3282 PINE HILL RD.","NSKI","CTUB","POOL","NSMO","NCAS","WDSY","GRUP","B+","1","10","ROCK","4D","GAS","YES","200","503","160","1303","1","543","200","1443","1","583","200","1583","1","663","240","1863","1","783","300","2283","1","983","400","2983","1","1K1H","1K","1Q2S","","","","Down","Down","Loft","","","","VCR  ","VCR  ","No   ","","","","http://fusion.realtourvision.com/39608","3282 PINE HILL RD(TT)LUXURY HOME CLS TO HV;US LIV","ABSOLUTELY NO PARTIES!CHK GSTS AGE AND COLLEGE ","EMAIL ADRS WHEN BOOKING;BEWARE OF DAVIS&BERKELY!!","Heavenly South Lake Tahoe Rental! Located only 2 minutes to skiing at  at Heavenly Valley and 300 yards from the summer outdoor pool and year round spa!  This Tahoe rental also features great Tahoe decor and a rock fireplace! Only 10 minutes from either the beaches or casinos, This Lake Tahoe rental is a great choice!  Please note:  This home does require a 3 night minimum throughout the winter.  Please call our reservation agents to check availability. VRP# 104233 ","","RENTAL  ","6/26/03","1/07/14","35","500","0","122.00","183.00","7920.00","5112.00","582.83","31","5","0","0","0","0","0","0","va1005","Y","38.943278","-119.941978"
"HC H1084","SSO","5","3","1700","HC","3847 SADDLE RD","HTUB","WIFI","SISO","NCAS","NSMO","WDSY","","A ","1","10","GASLOG","2D+2G","GAS","YES","250","866","300","2366","1","866","300","2366","1","1226","480","3626","3","1226","480","3626","1","1466","600","4466","1","1866","800","5866","1","1Q","1Q","1Q","1H","2S","","Up  ","Down","Down","Down","Loft","","DVD  ","DVD  ","No   ","Color","No   ","","http://fusion.realtourvision.com/83212","3847 SADDLE RD(UH)'COMPLETE REMODEL STEPS TO HEAV","TRAM!;GRANITE CNTRS;37'FLAT SCRN TV/LR;WIFI;QHAB","IN LR;100 FT TO TRAM!;CAN SLEEP 12 W/D FUTON/REQST","Fabulous location next to the tram at Heavenly Ski Resort. Located just across the street from the Heavenly parking lot,  only 100 feet form the tram, this remodeled home is perfect for 10 people with a gas barbecue, private hot tub, flat screen TV, and more!  Only 1 mile to casinos and beaches and steps from the lift, there is no better place to enjoy Tahoe.  Please note:  This home does require a 3 night minimum in the winter.  Please call our reservation agents to check availability. VRP# 003474 ","","RENTAL  ","10/03/08","3/04/14","35","500","0","177.00","266.00","22000.00","13988.00","1108.40","49","0","0","0","0","0","0","0","va1005","Y","38.937550","-119.939571"
"HC H1090","SSO","4","2.1","2247","HC","2290 LUPINE TRAIL","HTUB","WIFI","NSMO","WDSY","PETS","","","A ","0","10","GASLOG","2D+2G","GAS","YES","250","793","272","2153","1","929","340","2629","1","929","340","2629","1","1065","408","3105","1","1269","510","3819","1","1609","680","5009","1","1Q","1Q2S","1Q","1Q","","","Down","Up  ","Up  ","Up  ","","","No   ","DVD  ","No   ","No   ","","","http://fusion.realtourvision.com/23302","2290 LUPINE TRAIL(ME)'GRT NEW CONSTRUCTION HM W/","BEAUTIFUL LANDSCAPED YD;PET DEP $300;HARDWOOD FLRS","FENCED YD;GAS BBQ;73'TV;DISH NETWORK","Absolutely spectacular new home perfect for the larger group with a brand new hot tub, beautifully landscaped front and  back yard, high speed wireless internet, and the home allows pets for an additional $300 deposit!  Hardwood floors  throughout the downstairs, a wonderful kitchen with new gas range, large back yard and deck with patio furniture.  This  fantastic home is located off the beaten path in a wonderful neighborhood only 10 minutes to skiing, beaches, and casinos. VRP# 1602 ","","RENTAL  ","9/21/10","8/16/12","35","500","0","166.00","249.00","7979.00","5186.35","818.81","20","11","0","0","0","0","0","0","va1005","Y","38.902189","-119.961478"
